"Country or Area","Year(s)","Variant","Value"
"Canada","2005","Medium variant","32283.413"
"Canada","2000","Medium variant","30667.365"
"Canada","1995","Medium variant","29302.092"
"Canada","1990","Medium variant","27700.854"
"Canada","1985","Medium variant","25842.588"
"Canada","1980","Medium variant","24516.277"
"Canada","1975","Medium variant","23142.272"
"Canada","1970","Medium variant","21716.855"
"Canada","1965","Medium variant","19678.005"
"Canada","1960","Medium variant","17909.009"
"Canada","1955","Medium variant","15735.988"
"Canada","1950","Medium variant","13736.997"
"Cape Verde","2100","Constant-fertility scenario","1233.151"
"Cape Verde","2100","High variant","905.893"
"Cape Verde","2100","Low variant","272.59"
"Cape Verde","2100","Medium variant","519.725"
"Cape Verde","2095","Constant-fertility scenario","1178.521"
"Cape Verde","2095","High variant","885.147"
"Cape Verde","2095","Low variant","299.625"
"Cape Verde","2095","Medium variant","533.386"
"Cape Verde","2090","Constant-fertility scenario","1127.377"
"Cape Verde","2090","High variant","866.76"
"Cape Verde","2090","Low variant","329.368"
"Cape Verde","2090","Medium variant","548.489"
"Cape Verde","2085","Constant-fertility scenario","1080.105"
"Cape Verde","2085","High variant","850.717"
"Cape Verde","2085","Low variant","361.196"
"Cape Verde","2085","Medium variant","564.797"
"Cape Verde","2080","Constant-fertility scenario","1036.532"
"Cape Verde","2080","High variant","836.423"
"Cape Verde","2080","Low variant","394.1"
"Cape Verde","2080","Medium variant","581.637"
"Cape Verde","2075","Constant-fertility scenario","995.687"
"Cape Verde","2075","High variant","822.868"
"Cape Verde","2075","Low variant","426.557"
"Cape Verde","2075","Medium variant","597.812"
"Cape Verde","2070","Constant-fertility scenario","956.241"
"Cape Verde","2070","High variant","809.015"
"Cape Verde","2070","Low variant","456.877"
"Cape Verde","2070","Medium variant","611.923"
"Cape Verde","2065","Constant-fertility scenario","917.095"
"Cape Verde","2065","High variant","794"
"Cape Verde","2065","Low variant","483.723"
"Cape Verde","2065","Medium variant","622.813"
"Cape Verde","2060","Constant-fertility scenario","877.804"
"Cape Verde","2060","High variant","777.139"
"Cape Verde","2060","Low variant","506.5"
"Cape Verde","2060","Medium variant","629.878"
"Cape Verde","2055","Constant-fertility scenario","838.486"
"Cape Verde","2055","High variant","757.828"
"Cape Verde","2055","Low variant","525.237"
"Cape Verde","2055","Medium variant","632.999"
"Cape Verde","2050","Constant-fertility scenario","799.027"
"Cape Verde","2050","High variant","735.597"
"Cape Verde","2050","Low variant","539.882"
"Cape Verde","2050","Medium variant","632.094"
"Cape Verde","2045","Constant-fertility scenario","759.11"
"Cape Verde","2045","High variant","710.599"
"Cape Verde","2045","Low variant","549.973"
"Cape Verde","2045","Medium variant","627.034"
"Cape Verde","2040","Constant-fertility scenario","719.153"
"Cape Verde","2040","High variant","684.064"
"Cape Verde","2040","Low variant","555.239"
"Cape Verde","2040","Medium variant","618.14"
"Cape Verde","2035","Constant-fertility scenario","679.435"
"Cape Verde","2035","High variant","656.232"
"Cape Verde","2035","Low variant","555.281"
"Cape Verde","2035","Medium variant","605.254"
"Cape Verde","2030","Constant-fertility scenario","640.118"
"Cape Verde","2030","High variant","626.451"
"Cape Verde","2030","Low variant","550.32"
"Cape Verde","2030","Medium variant","588.297"
"Cape Verde","2025","Constant-fertility scenario","601.111"
"Cape Verde","2025","High variant","593.998"
"Cape Verde","2025","Low variant","541.373"
"Cape Verde","2025","Medium variant","567.686"
"Cape Verde","2020","Constant-fertility scenario","562.762"
"Cape Verde","2020","High variant","559.057"
"Cape Verde","2020","Low variant","529.782"
"Cape Verde","2020","Medium variant","544.419"
"Cape Verde","2015","Constant-fertility scenario","526.805"
"Cape Verde","2015","High variant","525.474"
"Cape Verde","2015","Low variant","514.599"
"Cape Verde","2015","Medium variant","520.035"
"Cape Verde","2010","Constant-fertility scenario","495.999"
"Cape Verde","2010","High variant","495.999"
"Cape Verde","2010","Low variant","495.999"
"Cape Verde","2010","Medium variant","495.999"
"Cape Verde","2005","Medium variant","472.883"
"Cape Verde","2000","Medium variant","437.238"
"Cape Verde","1995","Medium variant","394.946"
"Cape Verde","1990","Medium variant","348.165"
"Cape Verde","1985","Medium variant","328.481"
"Cape Verde","1980","Medium variant","300.047"
"Cape Verde","1975","Medium variant","311.349"
"Cape Verde","1970","Medium variant","274.282"
"Cape Verde","1965","Medium variant","240.301"
"Cape Verde","1960","Medium variant","210.933"
"Cape Verde","1955","Medium variant","194.664"
"Cape Verde","1950","Medium variant","178.064"
"Caribbean","2100","Constant-fertility scenario","90823.77"
"Caribbean","2100","High variant","71267.613"
"Caribbean","2100","Low variant","23638.355"
"Caribbean","2100","Medium variant","42464.055"
"Caribbean","2095","Constant-fertility scenario","85556.632"
"Caribbean","2095","High variant","69246.633"
"Caribbean","2095","Low variant","25365.449"
"Caribbean","2095","Medium variant","43083.871"
"Caribbean","2090","Constant-fertility scenario","80764.144"
"Caribbean","2090","High variant","67323.583"
"Caribbean","2090","Low variant","27187.839"
"Caribbean","2090","Medium variant","43722.326"
"Caribbean","2085","Constant-fertility scenario","76422.947"
"Caribbean","2085","High variant","65501.689"
"Caribbean","2085","Low variant","29067.74"
"Caribbean","2085","Medium variant","44365.88"
"Caribbean","2080","Constant-fertility scenario","72494.396"
"Caribbean","2080","High variant","63765.54"
"Caribbean","2080","Low variant","30952.872"
"Caribbean","2080","Medium variant","44985.559"
"Caribbean","2075","Constant-fertility scenario","68937.284"
"Caribbean","2075","High variant","62095.795"
"Caribbean","2075","Low variant","32793.068"
"Caribbean","2075","Medium variant","45551.051"
"Caribbean","2070","Constant-fertility scenario","65730.665"
"Caribbean","2070","High variant","60500.122"
"Caribbean","2070","Low variant","34567.614"
"Caribbean","2070","Medium variant","46057.879"
"Caribbean","2065","Constant-fertility scenario","62836.717"
"Caribbean","2065","High variant","58973.016"
"Caribbean","2065","Low variant","36248.005"
"Caribbean","2065","Medium variant","46489.389"
"Caribbean","2060","Constant-fertility scenario","60238.028"
"Caribbean","2060","High variant","57522.607"
"Caribbean","2060","Low variant","37834.742"
"Caribbean","2060","Medium variant","46852.24"
"Caribbean","2055","Constant-fertility scenario","57890.965"
"Caribbean","2055","High variant","56113.598"
"Caribbean","2055","Low variant","39304.21"
"Caribbean","2055","Medium variant","47124.123"
"Caribbean","2050","Constant-fertility scenario","55790.427"
"Caribbean","2050","High variant","54738.76"
"Caribbean","2050","Low variant","40662.169"
"Caribbean","2050","Medium variant","47313.918"
"Caribbean","2045","Constant-fertility scenario","53991.052"
"Caribbean","2045","High variant","53464.879"
"Caribbean","2045","Low variant","41959.378"
"Caribbean","2045","Medium variant","47485.497"
"Caribbean","2040","Constant-fertility scenario","52230.132"
"Caribbean","2040","High variant","52076.38"
"Caribbean","2040","Low variant","42912.054"
"Caribbean","2040","Medium variant","47385.61"
"Caribbean","2035","Constant-fertility scenario","50492.163"
"Caribbean","2035","High variant","50603.327"
"Caribbean","2035","Low variant","43491.392"
"Caribbean","2035","Medium variant","47010.4"
"Caribbean","2030","Constant-fertility scenario","48743.997"
"Caribbean","2030","High variant","49031.348"
"Caribbean","2030","Low variant","43707.51"
"Caribbean","2030","Medium variant","46362.93"
"Caribbean","2025","Constant-fertility scenario","46947.642"
"Caribbean","2025","High variant","47298.21"
"Caribbean","2025","Low variant","43614.885"
"Caribbean","2025","Medium variant","45456.53"
"Caribbean","2020","Constant-fertility scenario","45102.983"
"Caribbean","2020","High variant","45357.981"
"Caribbean","2020","Low variant","43285.244"
"Caribbean","2020","Medium variant","44321.601"
"Caribbean","2015","Constant-fertility scenario","43309.263"
"Caribbean","2015","High variant","43435.192"
"Caribbean","2015","Low variant","42646.55"
"Caribbean","2015","Medium variant","43040.872"
"Caribbean","2010","Constant-fertility scenario","41646.07"
"Caribbean","2010","High variant","41646.07"
"Caribbean","2010","Low variant","41646.07"
"Caribbean","2010","Medium variant","41646.07"
"Caribbean","2005","Medium variant","40176.829"
"Caribbean","2000","Medium variant","38441.484"
"Caribbean","1995","Medium variant","36439.338"
"Caribbean","1990","Medium variant","34205.183"
"Caribbean","1985","Medium variant","31902.579"
"Caribbean","1980","Medium variant","29694.924"
"Caribbean","1975","Medium variant","27603.706"
"Caribbean","1970","Medium variant","25324.753"
"Caribbean","1965","Medium variant","23077.918"
"Caribbean","1960","Medium variant","20725.04"
"Caribbean","1955","Medium variant","18784.702"
"Caribbean","1950","Medium variant","17084.388"
"Cayman Islands","2100","Constant-fertility scenario","52.048"
"Cayman Islands","2100","High variant","92.809"
"Cayman Islands","2100","Low variant","37.348"
"Cayman Islands","2100","Medium variant","59.296"
"Cayman Islands","2095","Constant-fertility scenario","52.769"
"Cayman Islands","2095","High variant","88.991"
"Cayman Islands","2095","Low variant","38.388"
"Cayman Islands","2095","Medium variant","58.808"
"Cayman Islands","2090","Constant-fertility scenario","53.524"
"Cayman Islands","2090","High variant","85.472"
"Cayman Islands","2090","Low variant","39.63"
"Cayman Islands","2090","Medium variant","58.475"
"Cayman Islands","2085","Constant-fertility scenario","54.268"
"Cayman Islands","2085","High variant","82.225"
"Cayman Islands","2085","Low variant","40.993"
"Cayman Islands","2085","Medium variant","58.248"
"Cayman Islands","2080","Constant-fertility scenario","54.989"
"Cayman Islands","2080","High variant","79.25"
"Cayman Islands","2080","Low variant","42.432"
"Cayman Islands","2080","Medium variant","58.105"
"Cayman Islands","2075","Constant-fertility scenario","55.741"
"Cayman Islands","2075","High variant","76.605"
"Cayman Islands","2075","Low variant","43.97"
"Cayman Islands","2075","Medium variant","58.099"
"Cayman Islands","2070","Constant-fertility scenario","56.636"
"Cayman Islands","2070","High variant","74.4"
"Cayman Islands","2070","Low variant","45.698"
"Cayman Islands","2070","Medium variant","58.339"
"Cayman Islands","2065","Constant-fertility scenario","57.783"
"Cayman Islands","2065","High variant","72.74"
"Cayman Islands","2065","Low variant","47.718"
"Cayman Islands","2065","Medium variant","58.922"
"Cayman Islands","2060","Constant-fertility scenario","59.191"
"Cayman Islands","2060","High variant","71.624"
"Cayman Islands","2060","Low variant","50.034"
"Cayman Islands","2060","Medium variant","59.856"
"Cayman Islands","2055","Constant-fertility scenario","60.737"
"Cayman Islands","2055","High variant","70.913"
"Cayman Islands","2055","Low variant","52.529"
"Cayman Islands","2055","Medium variant","61.023"
"Cayman Islands","2050","Constant-fertility scenario","62.204"
"Cayman Islands","2050","High variant","70.376"
"Cayman Islands","2050","Low variant","54.979"
"Cayman Islands","2050","Medium variant","62.206"
"Cayman Islands","2045","Constant-fertility scenario","63.369"
"Cayman Islands","2045","High variant","69.78"
"Cayman Islands","2045","Low variant","57.138"
"Cayman Islands","2045","Medium variant","63.171"
"Cayman Islands","2040","Constant-fertility scenario","64.026"
"Cayman Islands","2040","High variant","68.927"
"Cayman Islands","2040","Low variant","58.772"
"Cayman Islands","2040","Medium variant","63.701"
"Cayman Islands","2035","Constant-fertility scenario","64.072"
"Cayman Islands","2035","High variant","67.708"
"Cayman Islands","2035","Low variant","59.758"
"Cayman Islands","2035","Medium variant","63.673"
"Cayman Islands","2030","Constant-fertility scenario","63.484"
"Cayman Islands","2030","High variant","66.075"
"Cayman Islands","2030","Low variant","60.096"
"Cayman Islands","2030","Medium variant","63.069"
"Cayman Islands","2025","Constant-fertility scenario","62.331"
"Cayman Islands","2025","High variant","64.045"
"Cayman Islands","2025","Low variant","59.891"
"Cayman Islands","2025","Medium variant","61.965"
"Cayman Islands","2020","Constant-fertility scenario","60.713"
"Cayman Islands","2020","High variant","61.651"
"Cayman Islands","2020","Low variant","59.274"
"Cayman Islands","2020","Medium variant","60.461"
"Cayman Islands","2015","Constant-fertility scenario","58.696"
"Cayman Islands","2015","High variant","59.064"
"Cayman Islands","2015","Low variant","58.122"
"Cayman Islands","2015","Medium variant","58.592"
"Cayman Islands","2010","Constant-fertility scenario","56.23"
"Cayman Islands","2010","High variant","56.23"
"Cayman Islands","2010","Low variant","56.23"
"Cayman Islands","2010","Medium variant","56.23"
"Cayman Islands","2005","Medium variant","52.268"
"Cayman Islands","2000","Medium variant","40.195"
"Cayman Islands","1995","Medium variant","32.792"
"Cayman Islands","1990","Medium variant","26.048"
"Cayman Islands","1985","Medium variant","20.172"
"Cayman Islands","1980","Medium variant","16.861"
"Cayman Islands","1975","Medium variant","12.764"
"Cayman Islands","1970","Medium variant","9.545"
"Cayman Islands","1965","Medium variant","8.701"
"Cayman Islands","1960","Medium variant","8.092"
"Cayman Islands","1955","Medium variant","6.742"
"Cayman Islands","1950","Medium variant","6.413"
"Central African Republic","2100","Constant-fertility scenario","47497.089"
"Central African Republic","2100","High variant","16764.887"
"Central African Republic","2100","Low variant","6867.531"
"Central African Republic","2100","Medium variant","10953.933"
"Central African Republic","2095","Constant-fertility scenario","41130.662"
"Central African Republic","2095","High variant","16089.634"
"Central African Republic","2095","Low variant","7120.14"
"Central African Republic","2095","Medium variant","10893.991"
"Central African Republic","2090","Constant-fertility scenario","35630.472"
"Central African Republic","2090","High variant","15401.581"
"Central African Republic","2090","Low variant","7342.779"
"Central African Republic","2090","Medium variant","10794.47"
"Central African Republic","2085","Constant-fertility scenario","30882.599"
"Central African Republic","2085","High variant","14699.68"
"Central African Republic","2085","Low variant","7527.437"
"Central African Republic","2085","Medium variant","10651.719"
